Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
1684204740000,27017.28000000,27017.29000000,26994.82000000,26994.83000000,22.87558000,1684204799999,617703.41351990,457,3.40645000,92000.27716110,0
1684204800000,26994.82000000,27006.94000000,26994.82000000,27006.94000000,24.71616000,1684204859999,667375.25939760,418,21.98932000,593734.73467370,0
1684204860000,27006.93000000,27006.94000000,27005.81000000,27005.82000000,2.46641000,1684204919999,66607.77496820,169,1.72910000,46695.94633530,0
1684204920000,27005.81000000,27005.82000000,26994.72000000,26995.13000000,23.27129000,1684204979999,628348.47107770,336,0.86966000,23485.66977790,0
1684204980000,26995.12000000,26995.13000000,26993.70000000,26993.70000000,4.04716000,1684205039999,109248.81629270,172,0.16797000,4534.25694540,0
1684205040000,26993.71000000,26994.56000000,26993.70000000,26994.55000000,6.34023000,1684205099999,171148.81734140,179,5.13063000,138496.53725720,0
1684205100000,26994.55000000,26999.09000000,26994.55000000,26999.08000000,10.16716000,1684205159999,274467.02383980,237,5.90954000,159533.95230270,0
1684205160000,26999.09000000,27010.00000000,26999.08000000,27010.00000000,10.30248000,1684205219999,278228.62181920,343,8.61956000,232776.28912790,0
1684205220000,27010.00000000,27022.85000000,27009.99000000,27022.85000000,10.91782000,1684205279999,294972.80874760,377,9.25245000,249976.27477330,0
1684205280000,27022.85000000,27023.87000000,27022.14000000,27022.15000000,4.20949000,1684205339999,113754.85471570,191,3.22464000,87140.56430170,0
1684205340000,27022.14000000,27027.91000000,27022.14000000,27025.66000000,2.99613000,1684205399999,80967.41497990,205,2.53351000,68465.27819880,0
1684205400000,27025.67000000,27038.99000000,27025.66000000,27035.13000000,16.43830000,1684205459999,444352.27494780,396,14.71100000,397655.85892660,0
1684205460000,27035.13000000,27084.71000000,27035.13000000,27081.13000000,95.37092000,1684205519999,2581303.25948350,2123,63.79608000,1726526.40608740,0
1684205520000,27081.13000000,27089.00000000,27063.34000000,27087.42000000,23.67352000,1684205579999,640965.06647920,755,10.82144000,292994.17291500,0
1684205580000,27087.42000000,27087.43000000,27072.55000000,27072.56000000,21.44075000,1684205639999,580622.29240080,331,8.29904000,224765.50144800,0
1684205640000,27072.55000000,27072.56000000,27066.74000000,27069.39000000,17.69725000,1684205699999,479058.71794430,331,9.75334000,264022.37704430,0
1684205700000,27069.39000000,27069.39000000,27065.00000000,27065.00000000,3.92778000,1684205759999,106316.07742520,164,1.05820000,28644.08023740,0
1684205760000,27065.00000000,27077.51000000,27061.66000000,27077.51000000,20.57129000,1684205819999,556785.74748110,488,13.95442000,377691.70375930,0
1684205820000,27077.51000000,27080.88000000,27076.04000000,27080.87000000,9.55886000,1684205879999,258822.70636200,228,8.06158000,218279.18117230,0
1684205880000,27080.88000000,27080.89000000,27080.49000000,27080.49000000,9.53204000,1684205939999,258135.50419040,184,1.88137000,50948.91475950,0
1684205940000,27080.49000000,27080.50000000,27080.49000000,27080.49000000,3.69417000,1684205999999,100039.96591790,112,3.21746000,87130.42553000,0
1684206000000,27080.49000000,27080.50000000,27078.27000000,27080.49000000,12.47209000,1684206059999,337733.35520930,299,1.47019000,39811.13454250,0
1684206060000,27080.50000000,27098.00000000,27080.49000000,27098.00000000,38.98798000,1684206119999,1056213.83510830,665,33.07259000,895954.01114690,0
1684206120000,27097.99000000,27098.00000000,27074.95000000,27087.05000000,37.74447000,1684206179999,1022430.85403640,730,11.04929000,299209.15348850,0
1684206180000,27087.05000000,27096.99000000,27087.04000000,27096.99000000,2.52043000,1684206239999,68277.40046250,245,1.20105000,32535.03213570,0
1684206240000,27096.99000000,27096.99000000,27095.86000000,27095.87000000,7.48598000,1684206299999,202843.54311300,165,4.31861000,117017.90026510,0
1684206300000,27095.86000000,27095.89000000,27088.92000000,27088.92000000,9.40913000,1684206359999,254931.41503480,330,0.43104000,11677.51520040,0
1684206360000,27088.93000000,27095.02000000,27088.92000000,27095.02000000,5.31927000,1684206419999,144116.16110320,208,4.02874000,109150.50340210,0
1684206420000,27095.01000000,27099.79000000,27095.01000000,27099.11000000,8.81394000,1684206479999,238851.60036850,293,3.07408000,83303.59932820,0
1684206480000,27099.12000000,27099.12000000,27091.29000000,27091.29000000,8.31495000,1684206539999,225281.65661180,274,1.61723000,43813.61411460,0
1684206540000,27091.30000000,27091.30000000,27091.25000000,27091.25000000,3.37787000,1684206599999,91510.85538590,123,1.38484000,37517.11375920,0
1684206600000,27091.26000000,27091.26000000,27088.07000000,27090.48000000,5.84627000,1684206659999,158371.67842920,207,4.22350000,114411.93382770,0
1684206660000,27090.47000000,27090.48000000,27081.01000000,27081.01000000,10.18603000,1684206719999,275896.45087580,323,2.68537000,72734.40934660,0
1684206720000,27081.02000000,27082.63000000,27061.66000000,27063.03000000,68.88031000,1684206779999,1864817.06908330,799,14.33391000,388099.60198310,0
1684206780000,27063.02000000,27070.60000000,27063.02000000,27070.60000000,25.34088000,1684206839999,685853.07853770,332,24.19275000,654773.43976850,0
1684206840000,27070.60000000,27098.61000000,27070.59000000,27098.60000000,112.04210000,1684206899999,3034272.97291310,608,102.32613000,2771134.43837430,0
1684206900000,27098.61000000,27122.55000000,27091.99000000,27100.00000000,70.59920000,1684206959999,1913734.14968270,1337,35.83735000,971400.95508820,0
1684206960000,27100.01000000,27100.15000000,27080.59000000,27080.60000000,20.02309000,1684207019999,542530.59089620,456,2.98169000,80798.00957690,0
1684207020000,27080.59000000,27088.02000000,27080.59000000,27084.16000000,28.27006000,1684207079999,765699.06683280,373,18.26736000,494757.59022650,0
1684207080000,27084.15000000,27088.10000000,27084.15000000,27088.09000000,4.77396000,1684207139999,129303.73624560,189,4.34102000,117576.70271260,0
1684207140000,27088.10000000,27094.92000000,27088.09000000,27094.91000000,5.65465000,1684207199999,153192.97025800,267,3.59038000,97266.21092120,0
1684207200000,27094.91000000,27094.92000000,27088.65000000,27088.66000000,18.73661000,1684207259999,507590.38162960,269,8.00262000,216780.75106800,0
1684207260000,27088.66000000,27088.66000000,27084.84000000,27084.85000000,5.80026000,1684207319999,157113.38423910,256,1.22188000,33097.53395180,0
1684207320000,27084.84000000,27084.85000000,27084.84000000,27084.85000000,3.50698000,1684207379999,94986.01355160,113,2.13684000,57875.99087400,0
1684207380000,27084.84000000,27086.09000000,27084.56000000,27086.08000000,5.35448000,1684207439999,145026.21955500,162,2.90783000,78758.71740850,0
1684207440000,27086.09000000,27086.09000000,27084.16000000,27084.17000000,3.87088000,1684207499999,104846.73307350,161,0.58190000,15761.28433300,0
1684207500000,27084.16000000,27084.17000000,27082.34000000,27082.35000000,3.77610000,1684207559999,102271.44480190,145,1.99281000,53973.57518720,0
1684207560000,27082.35000000,27082.35000000,27082.34000000,27082.34000000,4.18587000,1684207619999,113363.15988120,113,0.53454000,14476.59936900,0
1684207620000,27082.35000000,27090.43000000,27082.34000000,27090.43000000,15.38051000,1684207679999,416578.26020900,326,4.77181000,129241.56694850,0
1684207680000,27090.43000000,27093.01000000,27089.08000000,27089.08000000,14.87072000,1684207739999,402861.74500100,236,6.20389000,168066.56675670,0
1684207740000,27089.08000000,27090.54000000,27089.08000000,27090.53000000,4.83525000,1684207799999,130985.74808900,156,2.73895000,74196.23549750,0
1684207800000,27090.53000000,27090.54000000,27070.65000000,27071.98000000,21.95711000,1684207859999,594522.86619650,526,4.17796000,113118.45839120,0
1684207860000,27071.97000000,27086.11000000,27071.97000000,27086.10000000,14.17932000,1684207919999,384001.40813050,376,7.95021000,215309.45938280,0
1684207920000,27086.11000000,27090.54000000,27086.10000000,27090.54000000,9.87924000,1684207979999,267604.22678460,208,7.12342000,192952.72010740,0
1684207980000,27090.54000000,27108.19000000,27090.53000000,27104.94000000,29.43507000,1684208039999,797807.94802360,592,25.02385000,678259.06588100,0
1684208040000,27104.95000000,27105.74000000,27102.34000000,27102.35000000,10.50980000,1684208099999,284866.50814490,241,3.24433000,87937.38584150,0
1684208100000,27102.35000000,27102.35000000,27094.39000000,27094.40000000,6.57133000,1684208159999,178068.69903170,190,0.74343000,20147.62466660,0
1684208160000,27094.40000000,27129.83000000,27094.39000000,27123.05000000,61.59842000,1684208219999,1670143.64393230,892,54.97160000,1490402.66554730,0
1684208220000,27123.05000000,27134.47000000,27123.05000000,27126.37000000,20.86758000,1684208279999,566109.42674800,596,10.76836000,292105.51609510,0
1684208280000,27126.37000000,27127.51000000,27126.36000000,27126.61000000,15.95846000,1684208339999,432902.72979720,182,1.05549000,28632.14004350,0
1684208340000,27126.62000000,27126.62000000,27116.98000000,27118.75000000,19.33956000,1684208399999,524516.11526390,285,5.03576000,136563.27722990,0
1684208400000,27118.75000000,27123.53000000,27118.74000000,27119.24000000,10.30876000,1684208459999,279592.65769610,280,3.19144000,86554.86019050,0
1684208460000,27119.25000000,27121.45000000,27119.24000000,27121.45000000,16.27386000,1684208519999,441344.33537640,232,15.61657000,423518.57714600,0
1684208520000,27121.44000000,27122.23000000,27121.44000000,27122.22000000,13.37590000,1684208579999,362775.99320250,187,12.81296000,347508.01463790,0
1684208580000,27122.23000000,27145.30000000,27122.22000000,27138.62000000,66.63457000,1684208639999,1808176.04917950,1149,36.58541000,992696.20957490,0
1684208640000,27138.62000000,27142.65000000,27123.58000000,27123.58000000,22.24316000,1684208699999,603546.18940820,521,5.58384000,151533.62211250,0
1684208700000,27123.58000000,27125.61000000,27114.31000000,27114.33000000,27.63161000,1684208759999,749431.86469150,497,13.03242000,353455.15384880,0
1684208760000,27114.32000000,27119.22000000,27114.32000000,27116.06000000,14.00982000,1684208819999,379915.62787140,221,2.85910000,77529.05847340,0
1684208820000,27116.07000000,27123.39000000,27115.99000000,27122.84000000,11.70298000,1684208879999,317353.06525290,284,5.16973000,140187.52200220,0
1684208880000,27122.84000000,27122.85000000,27117.50000000,27117.51000000,2.00958000,1684208939999,54497.74982250,209,0.82202000,22291.65431940,0
1684208940000,27117.50000000,27117.51000000,27113.66000000,27113.67000000,2.02783000,1684208999999,54988.34289910,189,0.92102000,24975.58906930,0
1684209000000,27113.67000000,27113.67000000,27108.83000000,27109.58000000,7.40611000,1684209059999,200792.00592970,231,2.41139000,65375.09686620,0
1684209060000,27109.58000000,27111.11000000,27109.57000000,27111.11000000,4.77922000,1684209119999,129568.96648440,159,2.61911000,71006.08827350,0
1684209120000,27111.10000000,27112.92000000,27111.10000000,27112.91000000,5.09442000,1684209179999,138121.49688450,222,1.61138000,43688.70059460,0
1684209180000,27112.92000000,27112.92000000,27112.78000000,27112.79000000,7.25203000,1684209239999,196623.37638260,195,2.94682000,79896.77611650,0
1684209240000,27112.78000000,27112.79000000,27112.78000000,27112.79000000,5.49223000,1684209299999,148909.64545420,163,2.17548000,58983.33238920,0
1684209300000,27112.79000000,27129.76000000,27112.78000000,27126.55000000,39.86867000,1684209359999,1081401.81992010,651,32.36927000,877964.53899310,0
1684209360000,27126.55000000,27134.28000000,27126.54000000,27131.95000000,37.67307000,1684209419999,1022163.16036140,420,22.27232000,604286.56227020,0
1684209420000,27131.95000000,27131.95000000,27126.59000000,27126.60000000,3.98171000,1684209479999,108024.46480660,205,0.23479000,6370.09159480,0
1684209480000,27126.59000000,27126.60000000,27126.59000000,27126.59000000,1.77269000,1684209539999,48087.04750650,103,1.26794000,34394.90120400,0
1684209540000,27126.60000000,27130.00000000,27126.59000000,27130.00000000,5.71345000,1684209599999,154987.04516470,234,4.83480000,131152.22247800,0
1684209600000,27130.02000000,27144.24000000,27130.01000000,27144.23000000,9.76874000,1684209659999,265104.80247440,405,8.30000000,225245.31781150,0
1684209660000,27144.23000000,27145.88000000,27133.44000000,27133.44000000,19.49112000,1684209719999,529019.50095110,445,5.13592000,139407.44622100,0
1684209720000,27133.44000000,27133.50000000,27128.29000000,27128.29000000,6.43091000,1684209779999,174480.57257170,182,1.69088000,45878.70346240,0
1684209780000,27128.30000000,27129.58000000,27128.29000000,27129.57000000,16.08317000,1684209839999,436318.48766910,171,14.01548000,380223.63330940,0
1684209840000,27129.57000000,27129.58000000,27124.21000000,27125.75000000,13.01811000,1684209899999,353146.41947000,311,4.68575000,127099.47153550,0
1684209900000,27125.75000000,27128.65000000,27125.75000000,27128.64000000,6.42396000,1684209959999,174256.97930790,172,3.59548000,97532.29818690,0
1684209960000,27128.65000000,27131.70000000,27128.64000000,27129.00000000,7.30945000,1684210019999,198310.56747210,325,0.95712000,25966.54315550,0
1684210020000,27129.01000000,27129.01000000,27123.10000000,27123.11000000,7.92790000,1684210079999,215043.46333240,288,0.66403000,18011.77975730,0
1684210080000,27123.10000000,27123.11000000,27113.27000000,27113.27000000,13.41223000,1684210139999,363677.69433730,323,2.33071000,63199.66214780,0
1684210140000,27113.27000000,27113.28000000,27109.44000000,27110.77000000,20.52194000,1684210199999,556371.41420530,298,6.26382000,169811.41764760,0
1684210200000,27110.77000000,27110.78000000,27105.86000000,27106.02000000,10.37637000,1684210259999,281264.78854720,233,3.93804000,106745.38820920,0
1684210260000,27106.03000000,27106.03000000,27106.02000000,27106.02000000,5.16559000,1684210319999,140018.61078000,135,2.49282000,67570.45370460,0
1684210320000,27106.03000000,27106.03000000,27100.00000000,27100.00000000,22.88535000,1684210379999,620253.95749250,311,0.46834000,12694.31540790,0
1684210380000,27100.00000000,27106.03000000,27100.00000000,27103.42000000,7.40336000,1684210439999,200650.68505740,248,6.17184000,167269.94750400,0
1684210440000,27103.43000000,27103.43000000,27093.45000000,27093.45000000,11.32621000,1684210499999,306929.96245430,275,0.71885000,19480.86404530,0
1684210500000,27093.45000000,27093.46000000,27080.00000000,27080.49000000,52.10844000,1684210559999,1411362.58210790,521,11.03401000,298809.60036040,0
1684210560000,27080.49000000,27098.05000000,27080.48000000,27098.04000000,44.43491000,1684210619999,1203685.82363220,482,38.94633000,1054975.38760370,0
1684210620000,27098.04000000,27098.05000000,27092.22000000,27092.23000000,14.39883000,1684210679999,390155.26420300,290,0.77044000,20876.86735250,0
1684210680000,27092.22000000,27098.00000000,27092.22000000,27098.00000000,13.40220000,1684210739999,363131.70741420,291,5.45572000,147824.05678340,0
1684210740000,27097.99000000,27110.00000000,27097.99000000,27109.99000000,14.08933000,1684210799999,381876.83327180,385,10.04102000,272144.09547300,0
1684210800000,27109.99000000,27111.84000000,27109.99000000,27111.84000000,3.65885000,1684210859999,99196.76430400,177,1.40426000,38071.03365090,0
1684210860000,27111.83000000,27118.11000000,27111.83000000,27118.11000000,33.73915000,1684210919999,914856.65748540,309,27.73705000,752096.36199670,0
1684210920000,27118.10000000,27118.11000000,27112.00000000,27112.00000000,17.86945000,1684210979999,484576.54521030,227,10.46733000,283853.20451590,0
1684210980000,27112.00000000,27112.01000000,27112.00000000,27112.01000000,5.09248000,1684211039999,138067.33253120,102,1.47712000,40047.69221120,0
1684211040000,27112.01000000,27113.09000000,27112.00000000,27113.08000000,4.61842000,1684211099999,125214.84432740,194,3.71825000,100809.40807950,0
1684211100000,27113.09000000,27118.03000000,27113.08000000,27116.95000000,11.57787000,1684211159999,313955.06668240,254,4.32813000,117358.71693660,0
1684211160000,27116.94000000,27127.84000000,27116.94000000,27127.82000000,47.70405000,1684211219999,1293917.87050970,358,42.73920000,1159237.33657580,0
1684211220000,27127.83000000,27128.15000000,27127.82000000,27128.15000000,11.80142000,1684211279999,320146.92472150,165,9.15654000,248397.07940790,0
1684211280000,27128.14000000,27128.15000000,27124.45000000,27124.96000000,7.35695000,1684211339999,199567.20221960,265,2.52978000,68619.44479040,0
1684211340000,27124.97000000,27127.25000000,27124.96000000,27127.24000000,4.37464000,1684211399999,118663.01788100,195,1.56639000,42488.92610090,0
1684211400000,27127.25000000,27129.15000000,27127.18000000,27128.50000000,7.78751000,1684211459999,211260.26225170,263,2.59419000,70374.26891400,0
1684211460000,27128.50000000,27128.51000000,27115.66000000,27115.66000000,12.29713000,1684211519999,333530.55819990,332,2.11481000,57367.39913960,0
1684211520000,27115.67000000,27115.68000000,27115.66000000,27115.68000000,7.12468000,1684211579999,193190.48500470,127,6.65210000,180376.16298580,0
1684211580000,27115.68000000,27117.44000000,27115.67000000,27117.43000000,4.46853000,1684211639999,121167.52338250,205,2.67772000,72608.46564070,0
1684211640000,27117.44000000,27119.36000000,27117.43000000,27119.35000000,2.47906000,1684211699999,67227.52032690,185,1.01833000,27615.33954220,0
1684211700000,27119.36000000,27119.37000000,27119.32000000,27119.33000000,6.91069000,1684211759999,187413.51300850,164,4.14558000,112425.51368690,0
1684211760000,27119.33000000,27119.33000000,27112.25000000,27112.25000000,7.77696000,1684211819999,210882.16897040,302,0.33678000,9132.64333000,0
1684211820000,27112.25000000,27112.26000000,27106.85000000,27106.86000000,9.56427000,1684211879999,259283.03184950,255,1.58082000,42857.48409680,0
1684211880000,27106.85000000,27106.86000000,27099.77000000,27099.78000000,13.87829000,1684211939999,376115.98500350,337,2.53437000,68682.53234320,0
1684211940000,27099.77000000,27105.89000000,27093.20000000,27105.88000000,17.04128000,1684211999999,461792.13645000,354,6.84943000,185625.12416940,0
1684212000000,27105.89000000,27129.26000000,27105.88000000,27127.43000000,11.79993000,1684212059999,320038.97975710,385,8.98941000,243814.88698160,0
1684212060000,27127.43000000,27127.43000000,27122.00000000,27122.01000000,15.43317000,1684212119999,418634.08668870,214,11.73781000,318395.44386300,0
1684212120000,27122.01000000,27122.01000000,27115.59000000,27116.93000000,5.54514000,1684212179999,150379.72181910,210,1.53512000,41627.05973110,0
1684212180000,27116.92000000,27124.06000000,27116.92000000,27124.05000000,11.92410000,1684212239999,323395.32122720,271,9.26365000,251234.60473340,0
1684212240000,27124.06000000,27129.73000000,27124.05000000,27129.72000000,2.73263000,1684212299999,74131.28229660,179,1.67642000,45476.87867880,0
1684212300000,27129.72000000,27129.73000000,27129.72000000,27129.73000000,1.43225000,1684212359999,38856.54823640,114,0.67664000,18357.06050720,0
1684212360000,27129.72000000,27129.73000000,27126.92000000,27126.93000000,2.12429000,1684212419999,57627.15522330,162,0.61991000,16816.71083740,0
1684212420000,27126.93000000,27126.93000000,27113.75000000,27118.82000000,27.05853000,1684212479999,733779.23972680,357,4.63998000,125816.13740200,0
1684212480000,27118.82000000,27118.83000000,27113.12000000,27113.13000000,2.94566000,1684212539999,79880.16351660,223,1.41755000,38441.25772420,0
1684212540000,27113.13000000,27116.74000000,27113.12000000,27116.73000000,4.49136000,1684212599999,121778.98830350,227,3.82678000,103758.49164840,0
1684212600000,27116.74000000,27116.74000000,27112.81000000,27112.81000000,3.39858000,1684212659999,92150.97300290,182,0.66560000,18046.35077870,0
1684212660000,27112.82000000,27112.82000000,27100.00000000,27100.00000000,8.97502000,1684212719999,243285.94417160,318,0.86006000,23316.02096760,0
1684212720000,27100.00000000,27103.32000000,27100.00000000,27103.31000000,2.56508000,1684212779999,69514.29727140,151,1.24145000,33643.74345030,0
1684212780000,27103.32000000,27108.90000000,27103.31000000,27108.90000000,12.71726000,1684212839999,344744.96642740,226,2.18926000,59343.80578020,0
1684212840000,27108.89000000,27118.34000000,27108.89000000,27118.34000000,22.43161000,1684212899999,608176.13043450,300,20.83524000,564893.32601330,0
1684212900000,27118.34000000,27119.65000000,27117.83000000,27117.83000000,7.06650000,1684212959999,191633.33764480,185,2.79016000,75664.06455970,0
1684212960000,27117.84000000,27117.84000000,27117.47000000,27117.48000000,8.31385000,1684213019999,225452.87652920,163,2.57192000,69744.44464080,0
1684213020000,27117.48000000,27117.48000000,27117.47000000,27117.48000000,5.66332000,1684213079999,153574.92556530,156,1.53649000,41665.73684520,0
1684213080000,27117.48000000,27117.48000000,27117.47000000,27117.47000000,2.37486000,1684213139999,64400.19734510,133,0.25409000,6890.28049320,0
1684213140000,27117.48000000,27117.48000000,27114.73000000,27114.73000000,3.71755000,1684213199999,100806.08212320,165,0.42032000,11397.15346320,0
1684213200000,27114.74000000,27114.74000000,27114.71000000,27114.72000000,6.63080000,1684213259999,179792.26328470,243,2.49704000,67706.54113110,0
1684213260000,27114.71000000,27120.00000000,27114.71000000,27119.99000000,6.14790000,1684213319999,166710.50742400,389,5.17887000,140432.42219430,0
1684213320000,27120.00000000,27128.28000000,27119.99000000,27128.28000000,6.16163000,1684213379999,167127.26667550,363,4.70172000,127524.82718010,0
1684213380000,27128.27000000,27128.28000000,27120.13000000,27127.84000000,17.40564000,1684213439999,472144.17137310,463,4.93452000,133842.77654990,0
1684213440000,27127.83000000,27127.84000000,27121.18000000,27121.19000000,5.05953000,1684213499999,137227.29620220,239,1.83235000,49696.27427850,0
1684213500000,27121.18000000,27128.28000000,27121.18000000,27128.27000000,7.89368000,1684213559999,214093.13298650,293,7.60402000,206236.48966610,0
1684213560000,27128.27000000,27138.00000000,27128.27000000,27138.00000000,15.62795000,1684213619999,424032.31818830,573,10.11210000,274370.78218050,0
1684213620000,27138.00000000,27138.00000000,27131.70000000,27131.70000000,14.92690000,1684213679999,405059.50193830,244,4.56411000,123839.86998280,0
1684213680000,27131.71000000,27136.56000000,27131.70000000,27136.55000000,16.40706000,1684213739999,445190.31960090,322,13.15314000,356893.00182110,0
1684213740000,27136.56000000,27153.01000000,27136.55000000,27153.01000000,33.59000000,1684213799999,911869.45615420,677,28.31765000,768719.57515140,0
1684213800000,27153.01000000,27157.86000000,27151.32000000,27151.32000000,12.49482000,1684213859999,339291.34396480,450,4.78181000,129843.65539110,0
1684213860000,27151.33000000,27151.33000000,27146.78000000,27146.79000000,7.85018000,1684213919999,213135.84515820,217,0.63186000,17155.59662000,0
1684213920000,27146.79000000,27146.79000000,27140.00000000,27146.69000000,11.96601000,1684213979999,324815.47904230,393,4.74709000,128857.08030760,0
1684213980000,27146.68000000,27146.69000000,27140.42000000,27140.43000000,1.93052000,1684214039999,52404.17143880,160,0.39450000,10708.28800990,0
1684214040000,27140.42000000,27140.42000000,27126.37000000,27126.37000000,18.05037000,1684214099999,489739.23357830,283,0.83911000,22764.73447700,0
1684214100000,27126.37000000,27134.00000000,27126.37000000,27132.60000000,8.25951000,1684214159999,224078.05097000,286,6.74219000,182909.14783360,0
1684214160000,27132.60000000,27132.61000000,27126.67000000,27126.67000000,4.11453000,1684214219999,111633.22819570,185,1.14848000,31160.39627530,0
1684214220000,27126.68000000,27130.81000000,27126.67000000,27130.81000000,14.91158000,1684214279999,404541.60449420,261,9.59440000,260283.94972800,0
1684214280000,27130.80000000,27130.81000000,27130.80000000,27130.80000000,7.67890000,1684214339999,208334.71109770,145,1.09777000,29783.38929370,0
1684214340000,27130.81000000,27135.92000000,27130.80000000,27135.92000000,7.34095000,1684214399999,199169.15090400,226,3.57396000,96966.67533950,0
1684214400000,27135.91000000,27135.98000000,27135.91000000,27135.97000000,7.80748000,1684214459999,211863.54624220,162,0.44394000,12046.74642120,0
1684214460000,27135.97000000,27135.98000000,27130.00000000,27130.01000000,6.10744000,1684214519999,165713.84732810,230,2.07279000,56240.88889510,0
